Campus,Department,Study Language,Study Method,Duration,Entry Requirements,English Level,Course Fees,Location,Career Opportunities,Course,URL
E-Soft,School of Computing,English,Full Time / Blended / Weekend,1 Year,"GCSE or O-Level in English and Mathematics at grade C or above; 240 credits
 with at least a Merit from a Higher National Diploma (HND), at least 2:2 (or equivalent) from a Foundation Degree (FdA/FdSc) or equivalent international qualification; 240 credits at least 2:2 (or equivalent) from years 1 and 2 of an undergraduate degree (BA/BSc) in a relevant subject at a different institution; Required documents: CV, academic and professional qualifications, passport/ID card, service letter, approval evidence for non-standard application",Intermediate,"Rs.100,000.00","Colombo, Online, ESU-Kandy","Business Systems Analyst,
 IT Consultant, Database Administrator, E-Commerce Specialist, Systems Developer, IT Project Manager",BSc (Hons) Business Computer Systems (TOP UP) – London Metropolitan University (UK),https://esoft.lk/esoft-courses/bsc-hons-business-computer-systems-top-up-london-met-university-uk/
E-Soft,School of Computing,English,Full Time / Weekend,1 Year,"GCSE or O-Level in English and Mathematics at grade C or above, BTEC HND in relevant subject or equivalent Level 5 qualification, Cisco CCNA certification or equivalent. Required Documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter, Approval evidence for the non-standard application.
",Intermediate,"Rs.750,000.00",Kandy ,"Network Security Consultant, Networking Administrator, Networking Engineer in local, national or international companies, roles in cloud and IoT security, opportunities for postgraduate studies (MSc/MPhil/PhD)",BEng (Hons) Computer Networking and Cloud Security (TOP UP) – London Met University (UK),https://esoft.lk/esoft-courses/beng-hons-computer-networking-and-cloud-security-top-up-london-met-university-uk/
E-Soft,School of Art & Design,English,Full Time / Weekend,1 Year,"240 credits from a Higher National Diploma (HND) or equivalent, or 240 credits from years 1 and 2 of an undergraduate degree (BA/BSc) in a relevant subject at a different institution. Portfolio interview, Proficiency in English. Relevant work experience (optional). Required Documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter, Approval evidence for the non-standard application.",Intermediate,"Rs.975,000.00",Kandy ,"Fashion Designer, Fashion Stylist, Fashion Illustrator, Garment Technologist, Product Developer, Visual Merchandiser, Fashion Entrepreneur, Opportunities in local and international fashion industry",BA (Hons) in Fashion (TOP UP) – London Metropolitan University (UK),https://esoft.lk/esoft-courses/ba-hons-in-fashion-top-up-london-metropolitan-university-uk/
E-Soft,School of Engineering,English,Full Time / Weekend,1 Year,"BTEC HND / HNDE / NDT / NDES / City & Guilds Advanced Diploma (IVQ L5) in the relevant field with a minimum Credit pass (C) for English in G.C.E. Ordinary Level. Required Documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter, Approval evidence for the non-standard application.",Intermediate,"Rs.850,000.00",Kandy ,"Electrical Engineer, Electronics Engineer, Instrumentation Engineer, Renewable Energy Engineer, Project Engineer, Opportunities in local and international Electrical & Electronic industries",BEng (Hons) in Electrical & Electronic Engineering (TOP UP) – Kingston University (UK),https://esoft.lk/esoft-courses/beng-hons-in-electrical-electronic-engineering-top-up-kingston-university-uk/
E-Soft,School of Engineering,English,Full Time / Weekend,1 Year,"BTEC HND / HNDE / NDT / NDES / City & Guilds Advanced Diploma (IVQ L5) in the relevant field with a minimum Credit pass (C) for English in G.C.E. Ordinary Level. Required Documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter, Approval evidence for the non-standard application.",Intermediate,"Rs.850,000.00",Kandy ,"Electronic Engineer, Communication Systems Engineer, Instrumentation Engineer, IoT Engineer, Renewable Energy Engineer, Opportunities in local and international Electronic & Communication industries",BEng (Hons) in Electronic & Communication Engineering (TOP UP) – Kingston University (UK),https://esoft.lk/esoft-courses/beng-hons-in-electronic-communication-engineering-top-up-kingston-university-uk/
E-Soft,School of Management & Law,English,Full Time / Weekend,1 Year,"With A/L 3 passes (any stream) or with O/L via Level 3 Diploma in Management. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter, Approval evidence for non-standard application.
",Intermediate,"Rs.1,445,000.00",Colombo ,"Hotel Manager, Event Coordinator, Revenue Manager, Front Office Manager, Hospitality Consultant, Food & Beverage Manager
",BA (Hons) in Hospitality Management – London Metropolitan University (UK),https://esoft.lk/esoft-courses/british-hospitality-management-degree-hnd-top-up-bundle/
ICBT,Business,English,Full Time / Weekend,4 Years,"Completion of G.C.E A/L or equivalent; other relevant professional qualifications or experience may be considered on a case-by-case basis. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter, Approval evidence for non-standard application.
",Intermediate,,Colombo ,"Business Manager, Marketing Executive, Financial Analyst, Human Resources Manager, Operations Manager, Entrepreneur, Business Consultant
",Bachelor of Business Management (Hons) – BBM,https://icbt.lk/courses/bachelor-of-business-management-hons/
ICBT,Business,English,Full Time / Weekend,1 Year,"Higher Diploma in Digital Marketing or any other equivalent qualification (case by case approval). Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter
",Intermediate,,Colombo ,"Digital Marketing Specialist, Social Media Manager, Content Strategist, SEO/SEM Specialist, Digital Brand Manager
",BSc (Hons) Digital Marketing,https://icbt.lk/courses/bsc-hons-digital-marketing/
ICBT,Business,English,Full Time / Weekend,1 Year,"Relevant Higher National Diploma (HND) or equivalent qualification. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter
",Intermediate,,"nuradhapura, Colombo, Galle, Gampaha, Kandy, Kurunegala, Nugegoda, Southern provinces
","Business Manager, Project Manager, HR Executive, Marketing Manager, Financial Analyst, IT Project Manager
",BSc (Hons) Business and Management,https://icbt.lk/courses/bsc-hons-business-management/
ICBT,Business,English,Full Time / Weekend,3 Year,"G.C.E. A/L – 3 passes (can apply with pending results). Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter
",Intermediate,,"Colombo, Galle, Kandy, Kurunegala, Nugegoda, Southern provinces
","Business Manager, HR Executive, Marketing Manager, Finance Analyst, Project Manager, Entrepreneur
",BSc (Hons) Business and Management ( 3 year Degree ),https://icbt.lk/courses/bsc-hons-business-and-management/
ICBT,Engineering & Construction ,English,Full Time / Weekend,1 Year,"HND in Automotive Engineering or any equivalent qualification acceptable to the University of Sunderland. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter
",Intermediate,,Colombo,"Automotive Engineer, Vehicle Design Engineer, Mechanical Systems Engineer, Automotive Project Manager
",BEng (Hons) Automotive Engineering,https://icbt.lk/courses/beng-hons-automotive-engineering/
ICBT,Engineering & Construction ,English,Full Time / Weekend,1 Year,"HD in Biomedical Engineering or any other qualification mapped & approved by the University. English Language Requirements: C or above in GCE (O/L) English Language or successful completion of the ICBT Academic English Studies course or equivalent. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter
",Intermediate,"Rs.831,682.2",Colombo,"Biomedical Engineer, Medical Device Engineer, Clinical Engineer, Rehabilitation Engineer, Research & Development Engineer
",BEng (Hons) Biomedical Engineering,https://icbt.lk/courses/beng-hons-biomedical-engineering/
ICBT,Engineering & Construction ,English,Full Time / Weekend,1 Year,"HD in Civil Engineering or any other qualification mapped & approved by the University. English Language Requirements: C or above in GCE (O/L) English Language or successful completion of the ICBT Academic English Studies course or equivalent. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter
",Intermediate,"Rs.826,682.2",Colombo,"Civil Engineer, Structural Engineer, Geotechnical Engineer, Environmental Engineer, Transportation Engineer, Project Manager
",BSc (Hons) Civil Engineering,https://icbt.lk/courses/bsc-hons-in-civil-structural-engineering/
ICBT,Engineering & Construction ,English,Full Time / Weekend,1 Year,"HD in Mechatronic Engineering or any other qualification mapped & approved by the University. English Language Requirements: C or above in GCE (O/L) English Language or successful completion of the ICBT Academic English Studies course or equivalent. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter.
",Intermediate,"Rs.831,682.2",Colombo,"Mechatronics Engineer, Robotics Engineer, Automation Engineer, Control Systems Engineer, Autonomous Systems Developer, Product Design Engineer, Embedded Systems Engineer
",BEng (Hons) in Mechatronics and Autonomous Systems,https://icbt.lk/courses/beng-hons-in-mechatronics-and-autonomous-systems/
ICBT,Engineering & Construction ,English,Full Time / Weekend,1 Year,"HND in Electronic & Electrical, C&G Advanced Diploma in Electronic & Electrical, or any other qualification equivalent to HND in Electronic & Electrical acceptable to the University of Sunderland. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter.
",Intermediate,,Colombo,"Electrical Engineer, Electronics Engineer, Power Systems Engineer, Control Systems Engineer, Project Engineer, Research & Development Engineer.
",BEng( Hons) Electrical & Electronic Engineering,https://icbt.lk/courses/beng-in-electrical-electronics-engineering/
ICBT,Engineering & Construction ,English,Full Time / Weekend,1 Year,"HND in Mechanical Engineering or any other qualification equivalent to HND in Mechanical Engineering acceptable to the University of Sunderland. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter.
",Intermediate,,Colombo,"Mechanical Engineer, Manufacturing Engineer, Automotive Engineer, Design Engineer, Project Engineer, Maintenance Engineer
",BEng (Hons) Mechanical Engineering,https://icbt.lk/courses/beng-in-mechanical-engineering/
ICBT,Engineering & Construction ,English,Full Time / Distance Learning,1 Year,"HD in Quantity Surveying or any other qualification mapped & approved by the University. English Language Requirements: C or above in GCE (O/L) English Language or successful completion of the ICBT Academic English Studies course or equivalent. Required documents: Curriculum Vitae, Academic and professional qualifications, Passport or National Identity Card, Service letter.
",Intermediate,,Colombo,"Quantity Surveyor, Cost Consultant, Project Manager, Contract Administrator, Construction Cost Engineer, Estimator
",BSc (Hons) in Quantity Surveying,https://icbt.lk/courses/bsc-hons-in-quantity-surveying/
ICBT,Information Technology,English,Full Time / Part Time,15 Months,"HD/HND in Software Engineering or Computing, or any other equivalent qualification (subject to case-by-case approval). Applicants may be required to submit supporting documents including academic transcripts and proof of English proficiency.
",Intermediate,,Colombo,"Data Scientist, Data Analyst, Business Intelligence Analyst, AI Engineer, Machine Learning Engineer, Research Analyst
",BSc (Hons) Data Science,https://icbt.lk/courses/bsc-hons-data-science/
ICBT,Information Technology,English,Full Time / Part Time,1 Year,"HD/HND in Computing or Networking, or any other equivalent qualification (case-by-case approval). Required documents: Curriculum Vitae, Academic transcripts, and proof of English proficiency.
",Intermediate,,"Colombo, Anuradhapura","Network Systems Engineer, Systems Administrator, IT Infrastructure Manager, Network Security Analyst, Telecommunications Engineer, IT Consultant
",BSc (Hons) Network Systems Engineering,https://icbt.lk/courses/bsc-hons-network-systems-engineering/
